"date","issue_number","category","circulation","temporal"
"1847-07-28","148","artikel","Regionaal/lokaal","Dag"
"1850-12-10","99","artikel","Regionaal/lokaal","Dag"
"1860-06-28","75","artikel","Regionaal/lokaal","Dag"
"1860-11-26","4123","artikel","Landelijk","Dag"
"1848-06-25","72","artikel","Regionaal/lokaal","Dag"
"1842-11-09","134","artikel","Regionaal/lokaal","Dag"
"1856-10-21","85","artikel","Regionaal/lokaal","Dag"
"1854-03-03","2086","artikel","Landelijk","Dag"
"1854-09-19","2250","artikel","Landelijk","Dag"
"1850-10-19","248","artikel","Regionaal/lokaal","Dag"
"1854-02-09","17","artikel","Regionaal/lokaal","Dag"
"1850-07-13","80","artikel","Regionaal/lokaal","Dag"
"1856-07-18","169","artikel","Landelijk","Dag"
"1848-04-09","50","artikel","Regionaal/lokaal","Dag"
"1848-06-02","66","artikel","Regionaal/lokaal","Dag"
"1860-10-26","4098","artikel","Landelijk","Dag"
"1853-05-07","19","artikel","Nederlandse Antillen","Dag"
"1850-11-13","1086","artikel","Landelijk","Dag"
"1855-07-27","205","artikel","Landelijk","Dag"
"1856-11-14","271","artikel","Landelijk","Dag"
"1850-10-26","43","artikel","Nederlandse Antillen","Dag"
"1848-02-13","31","artikel","Regionaal/lokaal","Dag"
"1843-01-31","14","artikel","Regionaal/lokaal","Dag"
"1852-10-23","1675","artikel","Landelijk","Dag"
"1848-02-12","37","artikel","Landelijk","Dag"
"1850-03-05","19","artikel","Regionaal/lokaal","Dag"
"1860-11-06","264","artikel","Regionaal/lokaal","Dag"
"1849-08-29","104","artikel","Regionaal/lokaal","Dag"
"1848-04-13","5112","artikel","Landelijk","Dag"
"1859-08-23","197","artikel","Regionaal/lokaal","Dag"
"1849-02-27","40","artikel","Regionaal/lokaal","Dag"
"1849-03-15","52","artikel","Regionaal/lokaal","Dag"
"1842-02-12","7","artikel","Nederlandse Antillen","Dag"
"1860-09-24","4070","artikel","Landelijk","Dag"
"1859-11-17","137","artikel","Regionaal/lokaal","Dag"
"1857-01-27","12","artikel","Regionaal/lokaal","Dag"
"1859-07-13","57","artikel","Regionaal/lokaal","Dag"
"1860-01-25","3868","artikel","Landelijk","Dag"
"1856-07-07","7664","artikel","Landelijk","Dag"
"1855-08-20","2526","artikel","Landelijk","Dag"
"1860-09-29","117","artikel","Regionaal/lokaal","Dag"
"1859-10-18","124","artikel","Regionaal/lokaal","Dag"
"1855-12-15","148","artikel","Regionaal/lokaal","Dag"
"1859-03-07","3599","artikel","Landelijk","Dag"
"1856-11-19","93","artikel","Regionaal/lokaal","Dag"
"1848-03-09","50","artikel","Regionaal/lokaal","Dag"
"1860-01-23","3866","artikel","Landelijk","Dag"
"1853-10-31","1983","artikel","Landelijk","Dag"
"1851-06-03","44","artikel","Regionaal/lokaal","Dag"
"1859-04-14","89","artikel","Regionaal/lokaal","Dag"
"1856-08-24","68","artikel","Regionaal/lokaal","Dag"
"1850-06-03","547","artikel","Regionaal/lokaal","Middag"
"1860-12-23","103","artikel","Regionaal/lokaal","Dag"
"1860-02-15","3886","artikel","Landelijk","Dag"
"1860-09-26","116","artikel","Regionaal/lokaal","Dag"
"1852-12-16","149","artikel","Regionaal/lokaal","Dag"
"1852-01-13","108","artikel","Verenigde Staten","Dag"
"1858-07-05","156","artikel","Landelijk","Dag"
"1858-05-05","105","artikel","Regionaal/lokaal","Dag"
"1854-07-20","169","artikel","Landelijk","Dag"
"1860-01-06","3","artikel","Regionaal/lokaal","Dag"
"1849-02-01","28","artikel","Landelijk","Dag"
"1856-09-20","224","artikel","Landelijk","Dag"
"1853-02-01","27","artikel","Landelijk","Dag"
"1853-09-23","115","artikel","Regionaal/lokaal","Dag"
"1859-03-19","34","artikel","Regionaal/lokaal","Dag"
"1853-10-24","127","artikel","Regionaal/lokaal","Dag"
"1848-06-13","47","artikel","Regionaal/lokaal","Dag"
"1848-03-14","5086","artikel","Landelijk","Dag"
"1844-04-12","30","artikel","Regionaal/lokaal","Dag"
"1857-07-09","80","artikel","Regionaal/lokaal","Dag"
"1851-03-06","1179","artikel","Landelijk","Dag"
"1851-03-05","28","artikel","Regionaal/lokaal","Dag"
"1859-11-30","284","artikel","Landelijk","Dag"
"1859-08-01","61","artikel","Nederlands-Indië / Indonesië","Dag"
"1850-12-14","245","artikel","Regionaal/lokaal","Dag"
"1850-08-17","160","artikel","Regionaal/lokaal","Dag"
"1854-08-25","2229","artikel","Landelijk","Dag"
"1855-01-18","8","artikel","Regionaal/lokaal","Dag"
"1849-01-22","19","artikel","Landelijk","Dag"
"1840-02-04","25","artikel","Regionaal/lokaal","Dag"
"1849-02-15","39","artikel","Landelijk","Dag"
"1849-01-26","135","artikel","Regionaal/lokaal","Dag"
"1840-12-17","151","artikel","Regionaal/lokaal","Dag"
"1850-02-19","21","artikel","Regionaal/lokaal","Dag"
"1850-12-12","142","artikel","Regionaal/lokaal","Middag"
"1840-10-16","124","artikel","Regionaal/lokaal","Dag"
"1860-10-23","251","artikel","Landelijk","Dag"
"1842-12-30","","artikel","Regionaal/lokaal","Dag"
"1858-11-25","278","artikel","Regionaal/lokaal","Dag"
"1857-10-15","243","artikel","Regionaal/lokaal","Dag"
"1844-03-02","45","artikel","Regionaal/lokaal","Dag"
"1858-03-16","64","artikel","Regionaal/lokaal","Dag"
"1854-09-11","7099","artikel","Landelijk","Dag"
"1849-01-09","120","artikel","Regionaal/lokaal","Dag"
"1860-09-12","4060","artikel","Landelijk","Dag"
"1858-04-26","33","artikel","Nederlands-Indië / Indonesië","Dag"
"1856-03-13","32","artikel","Regionaal/lokaal","Dag"
"1852-09-10","215","artikel","Landelijk","Dag"
"1858-02-07","11","artikel","Regionaal/lokaal","Dag"
"1859-03-11","3603","artikel","Landelijk","Dag"
"1852-04-03","1506","artikel","Landelijk","Dag"
"1851-04-28","51","artikel","Regionaal/lokaal","Dag"
"1852-07-17","84","artikel","Regionaal/lokaal","Dag"
"1860-09-29","232","artikel","Regionaal/lokaal","Dag"
"1853-09-23","263","artikel","Landelijk","Dag"
"1852-03-26","25","artikel","Regionaal/lokaal","Dag"
"1859-02-22","3588","artikel","Landelijk","Dag"
"1860-04-16","3937","artikel","Landelijk","Dag"
"1849-10-26","86","artikel","Regionaal/lokaal","Dag"
"1848-03-13","5085","artikel","Landelijk","Dag"
"1850-05-28","43","artikel","Regionaal/lokaal","Dag"
"1850-06-01","546","artikel","Regionaal/lokaal","Middag"
"1857-09-17","220","artikel","Regionaal/lokaal","Dag"
"1857-02-17","41","artikel","Regionaal/lokaal","Dag"
"1858-10-21","3486","artikel","Landelijk","Dag"
"1849-04-16","202","artikel","Regionaal/lokaal","Dag"
"1858-08-05","93","artikel","Regionaal/lokaal","Dag"
"1845-02-28","26","artikel","Regionaal/lokaal","Dag"
"1860-12-29","4150","artikel","Landelijk","Dag"
"1850-01-10","9","artikel","Landelijk","Dag"
"1859-01-21","3561","artikel","Landelijk","Dag"
"1848-09-14","22","artikel","Regionaal/lokaal","Middag"
"1858-03-13","62","artikel","Regionaal/lokaal","Dag"
"1860-04-30","101","artikel","Regionaal/lokaal","Dag"
"1846-03-04","54","artikel","Landelijk","Dag"
"1860-12-16","101","artikel","Regionaal/lokaal","Dag"
"1842-01-03","1","artikel","Regionaal/lokaal","Dag"
"1842-07-02","128","artikel","Regionaal/lokaal","Dag"
"1840-02-04","","artikel","Regionaal/lokaal","Dag"
"1856-07-08","2794","artikel","Landelijk","Dag"
"1856-09-16","218","artikel","Regionaal/lokaal","Dag"
"1860-10-26","129","artikel","Regionaal/lokaal","Dag"
"1859-10-01","117","artikel","Regionaal/lokaal","Dag"
"1859-01-15","3556","artikel","Landelijk","Dag"
"1857-12-14","295","artikel","Landelijk","Dag"
"1857-01-22","2957","artikel","Landelijk","Dag"
"1860-08-29","239","artikel","Landelijk","Dag"
"1859-08-25","3740","artikel","Landelijk","Dag"
"1847-05-14","58","artikel","Regionaal/lokaal","Dag"
"1850-11-13","117","artikel","Regionaal/lokaal","Middag"
"1850-08-13","190","artikel","Landelijk","Dag"
"1860-12-08","291","artikel","Landelijk","Dag"
"1859-11-30","282","artikel","Regionaal/lokaal","Dag"
"1860-07-28","4022","artikel","Landelijk","Dag"
"1860-03-09","30","artikel","Regionaal/lokaal","Dag"
"1850-02-13","38","artikel","Landelijk","Dag"
"1849-03-22","70","artikel","Landelijk","Dag"
"1848-12-04","287","artikel","Regionaal/lokaal","Dag"
"1849-04-06","28","artikel","Regionaal/lokaal","Dag"
"1854-10-31","257","artikel","Landelijk","Dag"
"1847-07-16","165","artikel","Regionaal/lokaal","Dag"
"1850-12-12","145","artikel","Regionaal/lokaal","Dag"
"1860-07-20","4015","artikel","Landelijk","Dag"
"1846-08-29","4608","artikel","Landelijk","Dag"
"1858-12-21","300","artikel","Regionaal/lokaal","Dag"
"1851-01-30","1149","artikel","Landelijk","Dag"
"1848-06-06","45","artikel","Regionaal/lokaal","Dag"
"1856-11-26","142","artikel","Regionaal/lokaal","Dag"
"1857-02-05","16","artikel","Regionaal/lokaal","Dag"
"1847-03-06","47","artikel","Regionaal/lokaal","Dag"
"1846-06-12","129","artikel","Regionaal/lokaal","Dag"
"1843-10-31","87","artikel","Regionaal/lokaal","Dag"
"1858-08-11","220","artikel","Landelijk","Dag"
"1858-06-07","3370","artikel","Landelijk","Dag"
"1852-01-01","1","artikel","Regionaal/lokaal","Dag"
"1852-02-05","36","artikel","Landelijk","Dag"
"1842-03-12","51","artikel","Regionaal/lokaal","Dag"
"1848-10-19","248","artikel","Landelijk","Dag"
"1847-06-26","74","artikel","Regionaal/lokaal","Dag"
"1856-09-10","215","artikel","Landelijk","Dag"
"1856-01-15","7517","artikel","Landelijk","Dag"
"1858-06-15","69","artikel","Regionaal/lokaal","Dag"
"1860-09-08","4057","artikel","Landelijk","Dag"
"1856-04-08","42","artikel","Regionaal/lokaal","Dag"
"1855-12-20","101","artikel","Regionaal/lokaal","Dag"
"1856-04-12","44","artikel","Regionaal/lokaal","Dag"
"1859-01-13","6","artikel","Regionaal/lokaal","Dag"
"1846-03-23","35","artikel","Regionaal/lokaal","Dag"
"1859-06-10","23","artikel","Nederlands-Indië / Indonesië","Dag"
"1859-11-23","276","artikel","Regionaal/lokaal","Dag"
"1851-01-11","10","artikel","Regionaal/lokaal","Dag"
"1851-05-22","60","artikel","Regionaal/lokaal","Dag"
"1852-09-16","110","artikel","Regionaal/lokaal","Dag"
"1850-02-13","19","artikel","Regionaal/lokaal","Dag"
"1849-07-14","277","artikel","Regionaal/lokaal","Dag"
"1846-02-02","4432","artikel","Landelijk","Dag"
"1844-05-21","100","artikel","Regionaal/lokaal","Dag"
"1858-09-10","213","artikel","Regionaal/lokaal","Dag"
"1848-03-02","21","artikel","Regionaal/lokaal","Dag"
"1849-04-11","86","artikel","Regionaal/lokaal","Dag"
"1860-06-19","143","artikel","Landelijk","Dag"
"1854-04-25","97","artikel","Regionaal/lokaal","Dag"
"1851-01-14","12","artikel","Landelijk","Dag"
"1856-01-27","24","artikel","Landelijk","Dag"
"1845-07-31","91","artikel","Regionaal/lokaal","Dag"
"1856-12-30","307","artikel","Regionaal/lokaal","Dag"
"1860-07-03","77","artikel","Regionaal/lokaal","Dag"
"1860-09-19","113","artikel","Regionaal/lokaal","Dag"
"1854-03-03","18","artikel","Regionaal/lokaal","Dag"
"1854-06-14","162","artikel","Landelijk","Dag"
"1842-08-02","92","artikel","Regionaal/lokaal","Dag"
"1847-02-19","4756","artikel","Landelijk","Dag"
"1851-02-21","1168","artikel","Landelijk","Dag"
"1859-08-16","191","artikel","Regionaal/lokaal","Dag"
"1860-05-24","61","artikel","Regionaal/lokaal","Dag"
"1860-05-16","136","artikel","Landelijk","Dag"
"1849-01-30","138","artikel","Regionaal/lokaal","Dag"
"1855-06-02","131","artikel","Regionaal/lokaal","Dag"
"1851-05-13","113","artikel","Landelijk","Dag"
"1856-07-12","2798","artikel","Landelijk","Dag"
"1857-09-04","208","artikel","Regionaal/lokaal","Dag"
"1846-02-03","15","artikel","Regionaal/lokaal","Dag"
"1859-05-27","124","artikel","Regionaal/lokaal","Dag"
"1842-04-02","40","artikel","Regionaal/lokaal","Dag"
"1849-11-22","792","artikel","Landelijk","Dag"
"1848-06-17","123","artikel","Regionaal/lokaal","Dag"
"1842-01-01","1","artikel","Regionaal/lokaal","Dag"
"1846-07-18","8","artikel","Landelijk","Dag"
"1858-02-01","14","artikel","Regionaal/lokaal","Dag"
"1854-02-24","2080","artikel","Landelijk","Dag"
"1845-06-17","71","artikel","Regionaal/lokaal","Dag"
"1848-08-26","103","artikel","Regionaal/lokaal","Dag"
"1859-02-07","3575","artikel","Landelijk","Dag"
"1856-04-08","83","artikel","Regionaal/lokaal","Dag"
"1852-03-09","59","artikel","Regionaal/lokaal","Dag"
"1856-02-28","26","artikel","Regionaal/lokaal","Dag"
"1850-08-29","169","artikel","Regionaal/lokaal","Dag"
"1853-03-04","1784","artikel","Landelijk","Dag"
"1852-10-12","242","artikel","Landelijk","Dag"
"1849-03-01","164","artikel","Regionaal/lokaal","Dag"
"1860-09-25","115","artikel","Regionaal/lokaal","Dag"
"1851-01-23","5972","artikel","Landelijk","Dag"
"1847-03-28","63","artikel","Regionaal/lokaal","Dag"
"1849-10-28","212","artikel","Regionaal/lokaal","Dag"
"1858-11-26","3516","artikel","Landelijk","Dag"
"1849-06-14","251","artikel","Regionaal/lokaal","Dag"
"1859-03-21","3611","artikel","Landelijk","Dag"
"1849-11-27","233","artikel","Regionaal/lokaal","Dag"
"1860-10-26","256","artikel","Regionaal/lokaal","Dag"
"1842-01-13","3178","artikel","Landelijk","Dag"
"1848-03-07","19","artikel","Regionaal/lokaal","Dag"
"1860-12-06","144","artikel","Regionaal/lokaal","Dag"
"1858-03-16","3304","artikel","Landelijk","Dag"
"1860-01-17","14","artikel","Regionaal/lokaal","Dag"
"1848-03-14","21","artikel","Regionaal/lokaal","Dag"
"1843-10-12","3718","artikel","Landelijk","Dag"
"1859-06-25","75","artikel","Regionaal/lokaal","Dag"
"1852-08-17","1617","artikel","Landelijk","Dag"
"1849-01-13","124","artikel","Regionaal/lokaal","Dag"
"1849-06-30","26","artikel","Nederlandse Antillen","Dag"
"1856-08-06","63","artikel","Regionaal/lokaal","Dag"
"1848-05-07","58","artikel","Regionaal/lokaal","Dag"
"1851-02-25","1171","artikel","Landelijk","Dag"
"1845-12-09","253","artikel","Regionaal/lokaal","Dag"
"1854-08-23","2227","artikel","Landelijk","Dag"
"1859-05-17","3659","artikel","Landelijk","Dag"
"1860-01-12","10","artikel","Regionaal/lokaal","Dag"
"1845-08-11","4283","artikel","Landelijk","Dag"
"1850-09-16","67","artikel","Regionaal/lokaal","Middag"
"1848-03-17","34","artikel","Regionaal/lokaal","Dag"
"1854-06-13","232","artikel","Verenigde Staten","Dag"
"1854-09-18","7105","artikel","Landelijk","Dag"
"1855-05-20","61","artikel","Regionaal/lokaal","Dag"
"1855-05-26","2457","artikel","Landelijk","Dag"
"1860-05-08","8856","artikel","Landelijk","Dag"
"1840-01-18","13","artikel","Regionaal/lokaal","Dag"
"1857-09-04","71","artikel","Regionaal/lokaal","Dag"
"1858-03-05","55","artikel","Landelijk","Dag"
"1846-07-19","157","artikel","Regionaal/lokaal","Dag"
"1840-02-04","15","artikel","Regionaal/lokaal","Dag"
"1859-02-12","19","artikel","Regionaal/lokaal","Dag"
"1860-10-01","234","artikel","Regionaal/lokaal","Dag"
"1844-12-16","4083","artikel","Landelijk","Dag"
"1840-05-05","107","artikel","Landelijk","Dag"
"1853-09-17","75","artikel","Regionaal/lokaal","Dag"
"1859-01-15","3556","artikel","Landelijk","Dag"
"1847-11-14","229","artikel","Regionaal/lokaal","Dag"
"1851-03-01","26","artikel","Regionaal/lokaal","Dag"
"1851-10-30","1377","artikel","Landelijk","Dag"
"1851-05-14","1236","artikel","Landelijk","Dag"
"1850-12-24","304","artikel","Regionaal/lokaal","Dag"
"1858-04-23","3335","artikel","Landelijk","Dag"
"1858-06-05","130","artikel","Regionaal/lokaal","Dag"
"1842-12-17","149","artikel","Regionaal/lokaal","Dag"
"1850-09-07","108","artikel","Regionaal/lokaal","Dag"
"1850-11-15","139","artikel","Regionaal/lokaal","Dag"
"1860-12-09","99","artikel","Regionaal/lokaal","Dag"
"1858-01-22","19","artikel","Regionaal/lokaal","Dag"
"1841-03-20","23","artikel","Nederlands-Indië / Indonesië","Dag"
"1843-09-04","109","artikel","Regionaal/lokaal","Dag"
"1848-03-22","38","artikel","Regionaal/lokaal","Dag"
"1848-05-09","97","artikel","Regionaal/lokaal","Dag"
"1847-02-27","42","artikel","Regionaal/lokaal","Dag"
"1850-12-13","100","artikel","Regionaal/lokaal","Dag"
"1849-09-22","335","artikel","Regionaal/lokaal","Dag"
"1860-08-27","201","artikel","Regionaal/lokaal","Dag"
"1859-09-15","217","artikel","Regionaal/lokaal","Dag"
"1856-01-16","2650","artikel","Landelijk","Dag"
"1857-09-04","3143","artikel","Landelijk","Dag"
"1856-03-16","22","artikel","Regionaal/lokaal","Dag"
"1843-07-12","83","artikel","Regionaal/lokaal","Dag"
"1857-05-04","7920","artikel","Landelijk","Dag"
"1859-08-16","191","artikel","Regionaal/lokaal","Dag"
"1859-03-10","59","artikel","Regionaal/lokaal","Dag"
"1860-08-25","201","artikel","Landelijk","Dag"
"1858-12-03","285","artikel","Regionaal/lokaal","Dag"
"1851-09-09","72","artikel","Regionaal/lokaal","Dag"
"1859-09-12","8651","artikel","Landelijk","Dag"
"1859-07-29","64","artikel","Regionaal/lokaal","Dag"
"1842-12-24","154","artikel","Regionaal/lokaal","Dag"
"1850-12-14","296","artikel","Regionaal/lokaal","Dag"
"1859-11-16","3810","artikel","Landelijk","Dag"
"1853-09-16","97","artikel","Landelijk","Dag"
"1842-10-18","3413","artikel","Landelijk","Dag"
"1854-08-03","90","artikel","Regionaal/lokaal","Dag"
"1857-07-30","61","artikel","Regionaal/lokaal","Dag"
"1860-10-23","294","artikel","Landelijk","Dag"
"1855-12-08","291","artikel","Regionaal/lokaal","Dag"
"1860-08-24","200","artikel","Landelijk","Dag"
"1859-01-13","11","artikel","Regionaal/lokaal","Dag"
"1860-06-04","152","artikel","Landelijk","Dag"
"1846-04-14","45","artikel","Regionaal/lokaal","Dag"
"1849-01-06","118","artikel","Regionaal/lokaal","Dag"
"1841-07-01","79","artikel","Regionaal/lokaal","Dag"
"1841-09-27","3085","artikel","Landelijk","Dag"
"1841-12-21","3158","artikel","Landelijk","Dag"
"1848-09-21","5249","artikel","Landelijk","Dag"
"1848-04-11","77","artikel","Regionaal/lokaal","Dag"
"1843-05-19","59","artikel","Regionaal/lokaal","Dag"
"1855-10-12","11","artikel","Regionaal/lokaal","Dag"
"1857-09-04","","artikel","Regionaal/lokaal","Dag"
"1859-05-19","40","artikel","Nederlands-Indië / Indonesië","Dag"
"1860-11-27","140","artikel","Regionaal/lokaal","Dag"
"1848-11-03","88","artikel","Regionaal/lokaal","Dag"
"1855-01-09","2341","artikel","Landelijk","Dag"
"1856-08-02","2815","artikel","Landelijk","Dag"
"1857-05-29","125","artikel","Regionaal/lokaal","Dag"
"1860-10-13","243","artikel","Landelijk","Dag"
"1860-12-06","4132","artikel","Landelijk","Dag"
"1860-01-14","14","artikel","Landelijk","Dag"
"1854-09-15","2247","artikel","Landelijk","Dag"
"1854-01-08","3","artikel","Regionaal/lokaal","Dag"
"1859-03-31","77","artikel","Landelijk","Dag"
"1849-12-04","97","artikel","Regionaal/lokaal","Dag"
"1843-12-06","3765","artikel","Landelijk","Dag"
"1845-12-30","156","artikel","Regionaal/lokaal","Dag"
"1859-11-07","3802","artikel","Landelijk","Dag"
"1858-10-11","239","artikel","Regionaal/lokaal","Dag"
"1860-12-13","295","artikel","Landelijk","Dag"
"1851-09-25","115","artikel","Regionaal/lokaal","Dag"
"1846-11-18","244","artikel","Regionaal/lokaal","Dag"
"1857-03-20","68","artikel","Landelijk","Dag"
"1850-06-14","557","artikel","Regionaal/lokaal","Middag"
"1859-05-06","3650","artikel","Landelijk","Dag"
"1860-10-09","238","artikel","Regionaal/lokaal","Dag"
"1851-03-21","23","artikel","Regionaal/lokaal","Dag"
"1856-05-24","61","artikel","Regionaal/lokaal","Dag"
"1855-06-06","68","artikel","Regionaal/lokaal","Dag"
"1841-07-22","3028","artikel","Landelijk","Dag"
"1856-08-06","183","artikel","Regionaal/lokaal","Dag"
"1859-08-18","193","artikel","Regionaal/lokaal","Dag"
"1860-11-08","132","artikel","Regionaal/lokaal","Dag"
"1858-03-18","33","artikel","Regionaal/lokaal","Dag"
"1843-10-24","210","artikel","Regionaal/lokaal","Dag"
"1845-05-22","60","artikel","Regionaal/lokaal","Dag"
"1849-10-11","351","artikel","Regionaal/lokaal","Dag"
"1857-02-12","19","artikel","Regionaal/lokaal","Dag"
"1858-01-21","21","artikel","Landelijk","Dag"
"1860-07-21","85","artikel","Regionaal/lokaal","Dag"
"1860-06-09","3981","artikel","Landelijk","Dag"
"1850-12-13","100","artikel","Regionaal/lokaal","Dag"
"1860-01-06","6","artikel","Landelijk","Dag"
"1846-07-03","53","artikel","Regionaal/lokaal","Dag"
"1858-12-27","103","artikel","Nederlands-Indië / Indonesië","Dag"
"1842-05-22","99","artikel","Regionaal/lokaal","Dag"
"1859-09-05","3749","artikel","Landelijk","Dag"
"1860-08-07","","artikel","Regionaal/lokaal","Dag"
"1860-09-21","4068","artikel","Landelijk","Dag"
"1860-12-22","151","artikel","Regionaal/lokaal","Dag"
"1848-10-21","131","artikel","Regionaal/lokaal","Dag"
"1848-04-21","96","artikel","Landelijk","Dag"
"1850-03-03","18","artikel","Regionaal/lokaal","Dag"
"1848-01-05","4","artikel","Regionaal/lokaal","Dag"
"1850-09-03","56","artikel","Regionaal/lokaal","Middag"
"1850-09-03","172","artikel","Regionaal/lokaal","Dag"
"1857-11-07","264","artikel","Regionaal/lokaal","Dag"
"1859-07-17","168","artikel","Landelijk","Dag"
"1859-08-20","8632","artikel","Landelijk","Dag"
"1851-10-10","1360","artikel","Landelijk","Dag"
"1843-04-19","77","artikel","Regionaal/lokaal","Dag"
"1844-12-17","151","artikel","Regionaal/lokaal","Dag"
"1859-12-14","294","artikel","Regionaal/lokaal","Dag"
"1848-09-15","74","artikel","Regionaal/lokaal","Dag"
"1848-10-07","42","artikel","Regionaal/lokaal","Middag"
"1860-10-25","255","artikel","Regionaal/lokaal","Dag"
"1856-11-14","269","artikel","Regionaal/lokaal","Dag"
"1859-02-14","38","artikel","Regionaal/lokaal","Dag"
"1859-10-14","242","artikel","Regionaal/lokaal","Dag"
"1857-05-25","122","artikel","Regionaal/lokaal","Dag"
"1850-05-25","540","artikel","Regionaal/lokaal","Middag"
"1856-11-17","69","artikel","Nederlands-Indië / Indonesië","Dag"
"1843-08-04","3659","artikel","Landelijk","Dag"
"1852-02-24","113","artikel","Verenigde Staten","Dag"
"1852-03-08","1484","artikel","Landelijk","Dag"
"1852-05-15","135","artikel","Landelijk","Dag"
"1857-11-05","89","artikel","Regionaal/lokaal","Dag"
"1859-06-04","67","artikel","Regionaal/lokaal","Dag"
"1850-08-09","95","artikel","Regionaal/lokaal","Dag"
"1860-02-09","34","artikel","Regionaal/lokaal","Dag"
"1860-10-08","279","artikel","Landelijk","Avond"
"1856-07-24","87","artikel","Regionaal/lokaal","Dag"
"1856-09-17","220","artikel","Regionaal/lokaal","Dag"
"1848-03-18","67","artikel","Landelijk","Dag"
"1852-09-02","71","artikel","Regionaal/lokaal","Dag"
"1848-12-02","288","artikel","Landelijk","Dag"
"1850-03-04","472","artikel","Regionaal/lokaal","Middag"
"1860-06-12","161","artikel","Landelijk","Dag"
"1845-08-12","64","artikel","Regionaal/lokaal","Dag"
"1842-12-24","52","artikel","Nederlandse Antillen","Dag"
"1859-11-14","268","artikel","Regionaal/lokaal","Dag"
"1859-12-16","109","artikel","Nederlands-Indië / Indonesië","Dag"
"1851-08-07","1306","artikel","Landelijk","Dag"
"1859-06-20","142","artikel","Regionaal/lokaal","Dag"
"1854-02-08","2066","artikel","Landelijk","Dag"
"1848-09-04","106","artikel","Regionaal/lokaal","Dag"
"1849-06-14","114","artikel","Regionaal/lokaal","Dag"
"1860-09-06","105","artikel","Regionaal/lokaal","Dag"
"1851-09-09","1333","artikel","Landelijk","Dag"
"1859-08-31","207","artikel","Regionaal/lokaal","Dag"
"1848-04-26","100","artikel","Landelijk","Dag"
"1858-10-19","246","artikel","Regionaal/lokaal","Dag"
"1860-05-16","115","artikel","Regionaal/lokaal","Dag"
"1849-06-27","123","artikel","Regionaal/lokaal","Dag"
"1854-11-23","138","artikel","Regionaal/lokaal","Dag"
"1859-04-14","104","artikel","Landelijk","Dag"
"1849-10-23","85","artikel","Regionaal/lokaal","Dag"
"1844-04-11","44","artikel","Regionaal/lokaal","Dag"
"1848-07-23","80","artikel","Regionaal/lokaal","Dag"
"1860-10-16","124","artikel","Regionaal/lokaal","Dag"
"1857-05-29","126","artikel","Regionaal/lokaal","Dag"
"1860-10-08","121","artikel","Regionaal/lokaal","Dag"
"1844-05-31","44","artikel","Regionaal/lokaal","Dag"
"1859-01-12","3553","artikel","Landelijk","Dag"
"1850-02-22","23","artikel","Regionaal/lokaal","Dag"
"1860-02-02","28","artikel","Landelijk","Dag"
"1857-04-21","7909","artikel","Landelijk","Dag"
"1840-08-07","63","artikel","Regionaal/lokaal","Dag"
"1851-04-10","29","artikel","Regionaal/lokaal","Dag"
"1842-09-13","108","artikel","Regionaal/lokaal","Dag"
"1860-08-25","4045","artikel","Landelijk","Dag"
"1850-09-18","183","artikel","Regionaal/lokaal","Dag"
"1846-04-25","4502","artikel","Landelijk","Dag"
"1860-02-07","16","artikel","Regionaal/lokaal","Dag"
"1844-11-30","144","artikel","Regionaal/lokaal","Dag"
"1850-06-09","46","artikel","Regionaal/lokaal","Dag"
"1852-12-23","1726","artikel","Landelijk","Dag"
"1849-04-20","206","artikel","Regionaal/lokaal","Dag"
"1857-10-01","3166","artikel","Landelijk","Dag"
"1857-12-07","3223","artikel","Landelijk","Dag"
"1853-02-12","43","artikel","Landelijk","Dag"
"1860-12-20","301","artikel","Landelijk","Dag"
"1848-04-21","32","artikel","Regionaal/lokaal","Dag"
"1846-05-19","112","artikel","Regionaal/lokaal","Dag"
"1846-03-06","28","artikel","Regionaal/lokaal","Dag"
"1851-11-08","1384","artikel","Landelijk","Dag"
"1848-02-06","26","artikel","Regionaal/lokaal","Dag"
"1860-08-30","4048","artikel","Landelijk","Dag"
"1851-09-29","1350","artikel","Landelijk","Dag"
"1853-10-31","135","artikel","Landelijk","Dag"
"1853-06-03","1857","artikel","Landelijk","Dag"
"1856-08-08","187","artikel","Regionaal/lokaal","Dag"
"1856-06-20","2779","artikel","Landelijk","Dag"
"1859-04-08","84","artikel","Regionaal/lokaal","Dag"
"1845-10-15","243","artikel","Landelijk","Dag"
"1855-04-07","2417","artikel","Landelijk","Dag"
"1854-03-15","2096","artikel","Landelijk","Dag"
"1848-05-19","60","artikel","Regionaal/lokaal","Dag"
"1857-01-29","13","artikel","Regionaal/lokaal","Dag"
"1857-01-08","4","artikel","Regionaal/lokaal","Dag"
"1850-11-07","1081","artikel","Landelijk","Dag"
"1848-03-04","5078","artikel","Landelijk","Dag"
"1851-07-04","83","artikel","Verenigde Staten","Dag"
"1856-03-23","36","artikel","Regionaal/lokaal","Dag"
"1850-11-30","144","artikel","Regionaal/lokaal","Dag"
"1854-08-22","98","artikel","Regionaal/lokaal","Dag"
"1850-11-15","119","artikel","Regionaal/lokaal","Middag"
"1852-05-13","57","artikel","Regionaal/lokaal","Dag"
"1859-05-12","56","artikel","Regionaal/lokaal","Dag"
"1856-06-20","7650","artikel","Landelijk","Dag"
